"Reporting year","Provider country/institution - code","Provider country/institution - name","Provider agency","Provider project number","TOSSD ID Number","TOSSD recipient - code","TOSSD recipient - name",Region,"Project title",Description,"External link","SDG focus","SDG goal level explanation",Keywords,"Sector category - code","Sector category - name","Purpose code","Purpose name",ISICcode,"ISIC name","ISIC lvl","ISIC description letter lvl","Channel category - code","Channel category - name","Other Partners","Channel - code","Channel - name",Channel,"Modality - code","Modality - name","Financial instrument - code","Financial instrument - name","Financing arrangement - code","Financing arrangement - name","Framework of collaboration - code","Framework of collaboration - name","TOSSD pillar","TOSSD sub-pillar","Amount committed (USD thousand)","Deflated Amount committed (USD thousand)","Amount disbursed (USD thousand)","Deflated amount disbursed (USD thousand)","Reflows to the provider (USD thousand)","Deflated reflows to the provider (USD thousand)","Amount mobilised  (USD thousand)","Deflated amount mobilised  (USD thousand)","Salary cost (PPPs)",Concessionality,"Maturity (in months)","Leveraging mechanism","Origin of the funds mobilised","Source name"
2023,928,"World Health Organisation","Voluntary contributions - regional and global (non-developmental)",5_498_41702_1.1.1,2023004978,434,Chile,"South America","5_498_41702_1.1.1 Countries enabled to provide high-quality, people-centred health services, based on primary health care strategies and comprehensive essential service packages","5_498_41702_1.1.1 Countries enabled to provide high-quality, people-centred health services, based on primary health care strategies and comprehensive essential service packages",,9.5;3.8;3.7,,,120,Health,12250,"Infectious disease control",86,"Human health activities",Q,"Human health and social work activities",41700,,,41702,"World Health Organisation - non-core",WHO-non-core,C01,Projects,110,"Standard grant",,,,,1,1,3.859940701,3.859940701,3.859940701,3.859940701,0,0,0,0,0,,,,,TOSSD
2023,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",,2023003816,434,Chile,"South America","Strengthening the recovery and response capacity of the post-COVID-19 health system.","Strengthening the recovery and response capacity of the post-COVID-19 health system.",https://www.iadb.org/en/project/CH-T1270,,,#COVID-19,120,Health,12191,"Medical services",862,"Medical and dental practice activities",Q,"Human health and social work activities",46000,,,46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","INTER-AMERICAN DEVELOPMENT BANK",C01,Projects,110,"Standard grant",,,,,1,1,0,0,72.91085,72.91085,0,0,0,0,0,,,,,TOSSD
2023,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",,2023003798,434,Chile,"South America","Digital health to improve the quality of care for female users and female caregivers of chronic patients.","The general objective of this TC is (1) to contribute to improving the opportunity in care through the development of digital health in Chile. Its specific objectives are (1) Support the resolution capacity in the health care network establishments in chronic diseases, cancer and other specialties with a high prevalence in women, by reinforcing the model of teleinterconsultations between the Digital Hospital and primary care centers; (2) Facilitate the work of women who are responsible for the primary care of relatives who receive palliative care, especially cancer patients, with advanced, progressive chronic disease, with a limited life expectancy and highly demanding family care; (3) Contribute to the formulation of quality standards for health care with a gender perspective.",https://www.iadb.org/en/project/CH-T1289,,,#GENDER,120,Health,12191,"Medical services",862,"Medical and dental practice activities",Q,"Human health and social work activities",46000,,,46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","INTER-AMERICAN DEVELOPMENT BANK",C01,Projects,110,"Standard grant",,,,,1,1,0,0,12.20093,12.20093,0,0,0,0,0,,,,,TOSSD
2023,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",,2023003788,434,Chile,"South America","Support for the strategy to strengthen mental health policy in Chile.","The general objective of this technical cooperation is to contribute to the expansion of coverage and opportunity for mental health care in the country, through the construction of a regulatory framework that incorporates new elements into the service model and provides financing guarantees to enhance capacity response of the health system. The specific objective of the project is to generate knowledge products that contribute to the discussion for the formulation of the comprehensive mental health bill and other necessary initiatives to improve the response of the health system in this area.",https://www.iadb.org/en/project/CH-T1297,,,,120,Health,12191,"Medical services",862,"Medical and dental practice activities",Q,"Human health and social work activities",46000,,,46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","INTER-AMERICAN DEVELOPMENT BANK",C01,Projects,110,"Standard grant",,,,,1,1,220,220,101.09907,101.09907,0,0,0,0,0,,,,,TOSSD
2023,928,"World Health Organisation","WHO Core Voluntary contributions - regional and global (non-developmental)",3_498_41143_4.1.1,2023002926,434,Chile,"South America","3_498_41143_4.1.1 Countries enabled to strengthen data, analytics and health information systems to inform policy and deliver impacts.","3_498_41143_4.1.1 Countries enabled to strengthen data, analytics and health information systems to inform policy and deliver impacts.",,3.4;3.3;17.18,,,120,Health,12110,"Health policy and administrative management",86,"Human health activities",Q,"Human health and social work activities",41100,,,41143,"World Health Organisation - core voluntary contributions account",WHO-CVCA,C01,Projects,110,"Standard grant",,,,,1,1,33.2873,33.2873,33.2873,33.2873,0,0,0,0,0,,,,,TOSSD
2023,928,"World Health Organisation","WHO Core Voluntary contributions - regional and global (non-developmental)",3_498_41143_3.2.1,2023002920,434,Chile,"South America","3_498_41143_3.2.1 Countries enabled to address risk factors through multisectoral actions","3_498_41143_3.2.1 Countries enabled to address risk factors through multisectoral actions",,3.d;3.5;3.4;2.2,,,120,Health,12240,"Basic nutrition",87,"Residential care activities",Q,"Human health and social work activities",41100,,,41143,"World Health Organisation - core voluntary contributions account",WHO-CVCA,C01,Projects,110,"Standard grant",,,,,1,1,2.552463,2.552463,2.552463,2.552463,0,0,0,0,0,,,,,TOSSD
2023,928,"World Health Organisation","WHO Core Voluntary contributions - regional and global (non-developmental)",3_498_41143_3.2.1,2023002920,434,Chile,"South America","3_498_41143_3.2.1 Countries enabled to address risk factors through multisectoral actions","3_498_41143_3.2.1 Countries enabled to address risk factors through multisectoral actions",,3.d;3.5;3.4;2.2,,,120,Health,12110,"Health policy and administrative management",86,"Human health activities",Q,"Human health and social work activities",41100,,,41143,"World Health Organisation - core voluntary contributions account",WHO-CVCA,C01,Projects,110,"Standard grant",,,,,1,1,1.2762315,1.2762315,1.2762315,1.2762315,0,0,0,0,0,,,,,TOSSD
2023,928,"World Health Organisation","WHO Core Voluntary contributions - regional and global (non-developmental)",3_498_41143_3.2.1,2023002920,434,Chile,"South America","3_498_41143_3.2.1 Countries enabled to address risk factors through multisectoral actions","3_498_41143_3.2.1 Countries enabled to address risk factors through multisectoral actions",,3.d;3.5;3.4;2.2,,,120,Health,12263,"Tuberculosis control",86,"Human health activities",Q,"Human health and social work activities",41100,,,41143,"World Health Organisation - core voluntary contributions account",WHO-CVCA,C01,Projects,110,"Standard grant",,,,,1,1,1.2762315,1.2762315,1.2762315,1.2762315,0,0,0,0,0,,,,,TOSSD
2023,928,"World Health Organisation","WHO Core Voluntary contributions - regional and global (non-developmental)",3_498_41143_3.2.1,2023002920,434,Chile,"South America","3_498_41143_3.2.1 Countries enabled to address risk factors through multisectoral actions","3_498_41143_3.2.1 Countries enabled to address risk factors through multisectoral actions",,3.d;3.5;3.4;2.2,,,120,Health,12350,"Other prevention and treatment of NCDs",86,"Human health activities",Q,"Human health and social work activities",41100,,,41143,"World Health Organisation - core voluntary contributions account",WHO-CVCA,C01,Projects,110,"Standard grant",,,,,1,1,12.762315,12.762315,12.762315,12.762315,0,0,0,0,0,,,,,TOSSD
2023,928,"World Health Organisation","WHO Core Voluntary contributions - regional and global (non-developmental)",3_498_41143_3.2.1,2023002920,434,Chile,"South America","3_498_41143_3.2.1 Countries enabled to address risk factors through multisectoral actions","3_498_41143_3.2.1 Countries enabled to address risk factors through multisectoral actions",,3.d;3.5;3.4;2.2,,,120,Health,12382,"Research for prevention and control of NCDs",86,"Human health activities",Q,"Human health and social work activities",41100,,,41143,"World Health Organisation - core voluntary contributions account",WHO-CVCA,C01,Projects,110,"Standard grant",,,,,1,1,2.552463,2.552463,2.552463,2.552463,0,0,0,0,0,,,,,TOSSD
2023,928,"World Health Organisation","WHO Core Voluntary contributions - regional and global (non-developmental)",3_498_41143_3.2.1,2023002920,434,Chile,"South America","3_498_41143_3.2.1 Countries enabled to address risk factors through multisectoral actions","3_498_41143_3.2.1 Countries enabled to address risk factors through multisectoral actions",,3.d;3.5;3.4;2.2,,,120,Health,12250,"Infectious disease control",86,"Human health activities",Q,"Human health and social work activities",41100,,,41143,"World Health Organisation - core voluntary contributions account",WHO-CVCA,C01,Projects,110,"Standard grant",,,,,1,1,1.2762315,1.2762315,1.2762315,1.2762315,0,0,0,0,0,,,,,TOSSD
2023,928,"World Health Organisation","WHO Core Voluntary contributions - regional and global (non-developmental)",3_498_41143_1.1.3,2023002899,434,Chile,"South America","3_498_41143_1.1.3 Countries enabled to strengthen their health systems to address population-specific health needs and barriers to equity across the life course","3_498_41143_1.1.3 Countries enabled to strengthen their health systems to address population-specific health needs and barriers to equity across the life course",,9.5;3.8;3.7,,,120,Health,12220,"Basic health care",86,"Human health activities",Q,"Human health and social work activities",41100,,,41143,"World Health Organisation - core voluntary contributions account",WHO-CVCA,C01,Projects,110,"Standard grant",,,,,1,1,0.0682605,0.0682605,0.0682605,0.0682605,0,0,0,0,0,,,,,TOSSD
2023,928,"World Health Organisation","WHO Core Voluntary contributions - regional and global (non-developmental)",3_498_41143_1.1.3,2023002899,434,Chile,"South America","3_498_41143_1.1.3 Countries enabled to strengthen their health systems to address population-specific health needs and barriers to equity across the life course","3_498_41143_1.1.3 Countries enabled to strengthen their health systems to address population-specific health needs and barriers to equity across the life course",,9.5;3.8;3.7,,,120,Health,12110,"Health policy and administrative management",86,"Human health activities",Q,"Human health and social work activities",41100,,,41143,"World Health Organisation - core voluntary contributions account",WHO-CVCA,C01,Projects,110,"Standard grant",,,,,1,1,0.955647,0.955647,0.955647,0.955647,0,0,0,0,0,,,,,TOSSD
2023,928,"World Health Organisation","WHO Core Voluntary contributions - regional and global (non-developmental)",3_498_41143_1.1.3,2023002899,434,Chile,"South America","3_498_41143_1.1.3 Countries enabled to strengthen their health systems to address population-specific health needs and barriers to equity across the life course","3_498_41143_1.1.3 Countries enabled to strengthen their health systems to address population-specific health needs and barriers to equity across the life course",,9.5;3.8;3.7,,,120,Health,12250,"Infectious disease control",86,"Human health activities",Q,"Human health and social work activities",41100,,,41143,"World Health Organisation - core voluntary contributions account",WHO-CVCA,C01,Projects,110,"Standard grant",,,,,1,1,0.0682605,0.0682605,0.0682605,0.0682605,0,0,0,0,0,,,,,TOSSD
2023,928,"World Health Organisation","WHO Core Voluntary contributions - regional and global (non-developmental)",3_498_41143_1.1.3,2023002899,434,Chile,"South America","3_498_41143_1.1.3 Countries enabled to strengthen their health systems to address population-specific health needs and barriers to equity across the life course","3_498_41143_1.1.3 Countries enabled to strengthen their health systems to address population-specific health needs and barriers to equity across the life course",,9.5;3.8;3.7,,,120,Health,12263,"Tuberculosis control",86,"Human health activities",Q,"Human health and social work activities",41100,,,41143,"World Health Organisation - core voluntary contributions account",WHO-CVCA,C01,Projects,110,"Standard grant",,,,,1,1,0.0682605,0.0682605,0.0682605,0.0682605,0,0,0,0,0,,,,,TOSSD
2023,928,"World Health Organisation","WHO Core Voluntary contributions - regional and global (non-developmental)",3_498_41143_1.1.3,2023002899,434,Chile,"South America","3_498_41143_1.1.3 Countries enabled to strengthen their health systems to address population-specific health needs and barriers to equity across the life course","3_498_41143_1.1.3 Countries enabled to strengthen their health systems to address population-specific health needs and barriers to equity across the life course",,9.5;3.8;3.7,,,120,Health,12281,"Health personnel development",86,"Human health activities",Q,"Human health and social work activities",41100,,,41143,"World Health Organisation - core voluntary contributions account",WHO-CVCA,C01,Projects,110,"Standard grant",,,,,1,1,0.2047815,0.2047815,0.2047815,0.2047815,0,0,0,0,0,,,,,TOSSD
